Alignment_name	No_of_taxa	Alignment_length	Total_matrix_cells	Undetermined_characters	Missing_percent	No_variable_sites	Proportion_variable_sites	Parsimony_informative_sites	Proportion_parsimony_informative	A	C	D	E	F	G	H	I	K	L	M	N	P	Q	R	S	T	V	W	Y	B	J	Z	X	.	*	-	?
OG4124.nex	343	369	126567	36416	28.772	359	0.973	348	0.943	6344	612	4389	6345	4227	5432	2229	6356	6492	8330	1543	4048	4517	3782	2859	5643	4942	7122	828	4111	0	0	0	35425	0	0	991	0
OG4125.nex	343	248	85064	19466	22.884	220	0.887	210	0.847	7001	1179	2524	3596	1325	5284	1357	4044	3033	6165	2000	3774	2796	2067	2100	5387	3346	5051	963	2606	0	0	0	19344	0	0	122	0
OG4126.nex	343	309	105987	23610	22.276	302	0.977	297	0.961	4065	1013	5729	4863	4287	4163	2102	6727	5280	8391	1892	3721	4413	2585	3771	6429	3960	4831	934	3221	0	0	0	21013	0	0	2597	0
OG4128.nex	343	580	198940	71660	36.021	562	0.969	553	0.953	8326	220	7669	8419	5696	7198	2717	5657	10929	7512	3214	7813	10674	5679	5578	12863	7217	5642	760	3497	0	0	0	60900	0	0	10760	0
OG4129.nex	343	276	94668	19998	21.124	245	0.888	237	0.859	4055	499	2720	2953	4908	5112	1891	6938	3375	11935	1668	3452	2224	1897	2112	7057	4160	5544	638	1532	0	0	0	19873	0	0	125	0
OG4130.nex	343	479	164297	42134	25.645	473	0.987	462	0.965	8087	2935	6246	5376	4884	7880	2835	8436	6564	10651	1664	6153	5470	4331	5724	12945	7661	8035	2412	3874	0	0	0	32093	0	0	10041	0
OG4131.nex	343	348	119364	68952	57.766	328	0.943	291	0.836	4847	377	2981	2654	3458	3852	628	2566	4035	3533	507	2217	2485	1189	2041	4784	2265	4688	401	904	0	0	0	30276	0	0	38676	0
OG4134.nex	343	325	111475	31119	27.916	309	0.951	301	0.926	4928	642	2337	2450	3555	5631	1439	5849	4823	9105	1761	3481	2517	3050	4045	7848	6278	5177	1238	4202	0	0	0	23079	0	0	8040	0
OG4137.nex	343	286	98098	20061	20.45	246	0.86	234	0.818	4859	1043	5149	3956	2579	5300	1418	4448	5382	5965	1625	3237	4208	2562	2842	6735	5082	6575	1706	3366	0	0	0	19164	0	0	897	0
OG4138.nex	343	203	69629	14340	20.595	192	0.946	188	0.926	3686	19	7154	5462	2912	2613	1241	2094	3488	4254	1768	2042	2096	2375	2720	3515	2109	2938	213	2590	0	0	0	14211	0	0	129	0
OG4143.nex	343	221	75803	15614	20.598	220	0.995	216	0.977	5567	486	4257	7508	2022	2781	768	2474	5553	7957	663	2176	1142	2624	2041	4998	1876	2813	290	2193	0	0	0	15249	0	0	365	0
OG4144.nex	343	477	163611	40194	24.567	474	0.994	471	0.987	5587	570	9006	17606	4741	3370	1170	5790	17313	8867	1782	5411	5025	6023	7527	8471	6012	4868	1097	3181	0	0	0	32920	0	0	7274	0
OG4146.nex	343	277	95011	20553	21.632	263	0.949	256	0.924	4127	1439	3146	3210	3586	2386	1533	5857	3995	11526	1789	2885	4307	2686	3171	6097	3687	5024	755	3252	0	0	0	19944	0	0	609	0
OG4147.nex	343	241	82663	18352	22.201	222	0.921	218	0.905	3247	1037	4191	4740	2758	4043	1330	5860	4482	6130	1153	2420	2594	2344	2560	4371	3824	4477	368	2382	0	0	0	18316	0	0	36	0
OG4148.nex	343	174	59682	13451	22.538	170	0.977	164	0.943	3676	418	270	745	2750	1895	443	3680	3384	6719	891	2349	1930	1716	1258	4259	3405	3702	750	1991	0	0	0	13225	0	0	226	0
OG4152.nex	343	337	115591	24315	21.035	285	0.846	273	0.81	6293	1011	5349	6496	4038	6524	2171	5747	6511	6540	1528	3982	4336	2827	4103	5046	5197	8063	1349	4165	0	0	0	24264	0	0	51	0
OG4153.nex	343	271	92953	20149	21.677	240	0.886	226	0.834	4719	1774	3331	3865	2670	2236	1226	4152	2996	12772	1178	3598	2931	3264	4203	5518	4306	5261	527	2277	0	0	0	19783	0	0	366	0
OG4155.nex	343	481	164983	40426	24.503	428	0.89	398	0.827	6653	1854	6817	5041	8650	8149	6185	9226	6225	12630	2926	4829	4426	5237	5802	6649	5247	7797	3343	6871	0	0	0	39924	0	0	502	0
OG4156.nex	343	279	95697	25252	26.387	277	0.993	265	0.95	2511	1742	4781	4259	3046	2317	1594	4682	5810	9119	1450	4323	2585	2690	3339	4596	3422	3974	1087	3118	0	0	0	20375	0	0	4877	0
OG4159.nex	343	216	74088	14812	19.992	202	0.935	194	0.898	2680	516	2816	2872	3232	4280	2549	3810	4891	6448	1261	2424	3152	1285	3258	3504	1778	3161	1480	3879	0	0	0	14689	0	0	123	0
OG4161.nex	343	346	118678	27405	23.092	306	0.884	293	0.847	5397	1380	5242	6606	3533	5836	4803	4227	6196	8781	1592	3111	5838	3653	3347	5311	6298	5957	1453	2712	0	0	0	26988	0	0	417	0
OG4163.nex	343	682	233926	76933	32.888	672	0.985	664	0.974	12222	645	10686	17092	2949	5975	1948	8119	15285	15739	2791	7607	6453	8580	10676	10855	7116	7507	1542	3206	0	0	0	52514	0	0	24419	0
OG4164.nex	343	236	80948	19556	24.159	231	0.979	230	0.975	3080	752	3582	6397	1905	3260	759	3501	4949	4764	641	3268	3516	2427	3327	4206	3819	4330	745	2164	0	0	0	17700	0	0	1856	0
OG4167.nex	343	235	80605	24075	29.868	222	0.945	210	0.894	2862	310	3873	3025	1510	2922	1119	2599	4311	3554	1009	3592	5234	2421	3082	6802	3503	2850	247	1705	0	0	0	21855	0	0	2220	0
OG4168.nex	343	281	96383	21206	22.002	280	0.996	277	0.986	4251	1712	5618	2575	3365	4847	1666	4710	4378	6889	1613	3335	2018	2638	3986	7408	4350	5944	975	2899	0	0	0	19671	0	0	1535	0
OG4169.nex	343	559	191737	48525	25.308	558	0.998	555	0.993	10791	748	9088	10066	4853	4829	2768	8884	11959	17917	1422	7089	3611	6391	6916	13068	7583	7990	1040	6199	0	0	0	43603	0	0	4922	0
OG4171.nex	343	353	121079	25476	21.041	309	0.875	299	0.847	6354	771	4943	5450	4328	8400	2607	5988	7047	9646	1584	3871	4196	3360	4322	7057	5605	6173	685	3216	0	0	0	25064	0	0	412	0
OG4172.nex	343	394	135142	32870	24.323	394	1.0	393	0.997	6804	1952	4494	5876	4911	3257	2319	6803	8360	13769	1956	6076	3324	3839	5214	7165	4360	5875	857	5061	0	0	0	29944	0	0	2926	0
OG4176.nex	343	545	186935	39456	21.107	520	0.954	508	0.932	7991	2837	8832	10080	6600	9230	3839	8646	9789	13864	3153	6922	7619	6860	5357	12821	6933	9039	1506	5561	0	0	0	37609	0	0	1847	0
OG4177.nex	343	526	180418	47932	26.567	523	0.994	518	0.985	6098	1606	9633	9744	5861	6079	2469	9406	9393	13415	2657	7925	4878	4304	6853	12883	6602	6973	1317	4390	0	0	0	38398	0	0	9534	0
OG4181.nex	343	456	156408	36612	23.408	439	0.963	431	0.945	7585	3841	8367	5581	5985	5759	1177	6513	3733	9916	1956	8201	4672	4618	3567	13078	8563	7153	1421	8110	0	0	0	32378	0	0	4234	0
OG4188.nex	343	429	147147	33390	22.692	424	0.988	416	0.97	5167	1438	5870	6009	6051	5825	2044	8566	7858	10479	2587	6594	4589	3098	5494	11099	6534	9093	1312	4050	0	0	0	30459	0	0	2931	0
OG4189.nex	343	317	108731	23202	21.339	309	0.975	304	0.959	2244	1494	4318	4225	4888	2487	2763	6779	6054	12131	1066	5498	3774	3441	3587	6319	3728	5864	1293	3576	0	0	0	22507	0	0	695	0
OG4191.nex	343	234	80262	20027	24.952	231	0.987	229	0.979	3396	297	5285	7054	3557	2438	757	4055	5685	4415	957	2129	2352	2083	2488	4039	2750	2894	1147	2457	0	0	0	17791	0	0	2236	0
OG4192.nex	343	365	125195	26418	21.101	339	0.929	328	0.899	7296	1128	4666	7141	3207	8144	2692	6761	5722	9530	1493	4680	4756	3092	3229	8166	4852	6702	685	4835	0	0	0	25550	0	0	868	0
OG4193.nex	343	203	69629	16744	24.047	197	0.97	197	0.97	3244	342	2636	3192	3232	2192	1641	3202	3835	4724	316	3082	2647	1865	1425	4435	2856	4767	726	2526	0	0	0	16037	0	0	707	0
OG4194.nex	343	214	73402	15348	20.91	209	0.977	206	0.963	2600	624	3956	4482	2417	1354	627	5489	5623	7136	1396	3227	776	4206	2852	3492	2881	2796	73	2047	0	0	0	15196	0	0	152	0
OG4201.nex	343	266	91238	20194	22.133	238	0.895	213	0.801	5591	756	2409	2247	3397	5711	1270	4134	3876	7938	2744	2856	3073	2215	4009	5434	5110	5745	495	2034	0	0	0	18887	0	0	1307	0
OG4205.nex	343	507	173901	40525	23.303	482	0.951	467	0.921	9404	1614	10039	8041	4167	6256	2940	8957	8995	12301	3822	6164	5897	4421	6020	11381	8154	11417	562	2824	0	0	0	39039	0	0	1486	0
OG4208.nex	343	241	82663	44954	54.382	191	0.793	151	0.627	4060	121	1070	1733	538	3752	1205	2052	4844	4491	425	1138	1077	1171	2635	2477	1626	2372	1	921	0	0	0	19039	0	0	25915	0
OG4209.nex	343	319	109417	24568	22.454	300	0.94	292	0.915	5130	1732	6395	3254	2951	3942	2198	5330	2836	7820	1325	5107	4036	3158	3377	9205	5642	6370	2412	2629	0	0	0	23926	0	0	642	0
OG4211.nex	343	279	95697	22711	23.732	272	0.975	263	0.943	2771	950	4806	4996	3521	4282	1891	4766	4561	7659	1135	4148	3119	2150	3697	5960	4704	4168	980	2722	0	0	0	20374	0	0	2337	0
OG4212.nex	343	419	143717	45046	31.344	418	0.998	417	0.995	6456	702	7053	8153	2910	4467	2306	4794	6482	9278	1576	6781	3621	4557	4277	12263	5924	4027	375	2669	0	0	0	32263	0	0	12783	0
OG4215.nex	343	349	119707	27862	23.275	322	0.923	305	0.874	4881	1712	4532	6909	2587	6774	2360	6291	6989	10039	1433	3864	2304	4596	3774	6814	5159	7475	832	2520	0	0	0	27571	0	0	291	0
OG4220.nex	343	186	63798	16683	26.15	185	0.995	185	0.995	3420	34	2512	3544	1459	2017	574	2704	2347	3932	1123	2444	2797	2559	3672	4377	3265	3129	452	754	0	0	0	13768	0	0	2915	0
OG4222.nex	343	390	133770	30343	22.683	359	0.921	352	0.903	7425	1984	3217	4201	7169	8751	4066	7640	2628	13169	4114	2666	2564	2932	3666	7945	5206	7469	3075	3540	0	0	0	29251	0	0	1092	0
OG4226.nex	343	333	114219	27736	24.283	302	0.907	285	0.856	5386	1804	6210	6647	4686	5019	3504	4549	5512	10156	1169	3679	3819	2930	3266	4919	3800	5396	839	3193	0	0	0	27639	0	0	97	0
OG4227.nex	343	1086	372498	120936	32.466	1085	0.999	1075	0.99	12072	3994	11166	11252	14900	11198	5746	21171	14354	28339	5182	13909	9202	6626	12320	25382	15058	18796	3431	7464	0	0	0	102086	0	0	18850	0
OG4228.nex	343	632	216776	56978	26.284	630	0.997	627	0.992	7458	930	9079	18235	4566	2794	1849	8213	17387	21882	2238	11138	2346	11471	8423	13355	7102	6690	593	4049	0	0	0	53100	0	0	3878	0
OG4230.nex	343	402	137886	35872	26.016	389	0.968	380	0.945	8676	321	3327	4038	6312	5947	2238	6259	6051	11241	1857	3990	4042	3763	5749	8915	6468	5654	1566	5600	0	0	0	29348	0	0	6524	0
OG4234.nex	343	485	166355	39078	23.491	464	0.957	453	0.934	7791	1998	3594	3338	9615	8986	1465	12781	5041	17123	3906	4492	4726	1970	3021	12637	6929	10535	2776	4553	0	0	0	38808	0	0	270	0
OG4235.nex	343	425	145775	45978	31.54	410	0.965	397	0.934	8051	33	9526	14346	2495	3778	1556	3241	14874	6869	1699	3353	2576	5216	5842	7354	3279	4053	221	1435	0	0	0	32301	0	0	13677	0
OG4240.nex	343	263	90209	21278	23.587	255	0.97	245	0.932	3598	832	3347	3443	3936	4064	2124	5696	4262	6777	1159	3221	2229	2203	3210	4808	4060	5430	905	3627	0	0	0	21040	0	0	238	0
OG4247.nex	343	219	75117	16734	22.277	185	0.845	173	0.79	4074	338	4463	3545	3770	3457	867	4369	4755	3878	708	1930	3449	1409	2607	3552	4115	4880	878	1339	0	0	0	16645	0	0	89	0
OG4250.nex	343	215	73745	18201	24.681	214	0.995	206	0.958	4809	905	1980	2364	910	4115	937	4700	3085	6722	1404	3025	1729	1852	2382	5750	3730	3927	215	1003	0	0	0	17200	0	0	1001	0
OG4251.nex	343	319	109417	39026	35.667	313	0.981	308	0.966	4266	1755	3741	3322	3926	4611	1606	4297	4300	6366	1269	3959	2790	2033	3290	6581	4311	4474	759	2735	0	0	0	24882	0	0	14144	0
OG4255.nex	343	316	108388	38529	35.547	315	0.997	304	0.962	3166	1393	3629	4429	2898	4664	2468	5108	4966	6234	1335	3423	4391	2382	3498	4692	3064	4929	744	2446	0	0	0	26861	0	0	11668	0
OG4257.nex	343	408	139944	37601	26.869	396	0.971	390	0.956	6739	794	5512	6457	4132	5955	2611	5155	8727	9600	1821	5874	4684	3272	6173	8824	4872	7306	746	3089	0	0	0	31011	0	0	6590	0
OG4258.nex	343	180	61740	15305	24.789	173	0.961	161	0.894	1359	532	3306	2773	1552	3118	530	4260	3327	5968	1023	2507	775	1914	2278	2706	2765	3471	1194	1077	0	0	0	14400	0	0	905	0
OG4260.nex	343	167	57281	14202	24.794	159	0.952	149	0.892	2432	174	985	2060	3261	2863	358	3116	1363	6332	1023	2086	1719	1616	1564	4533	2420	3367	333	1474	0	0	0	13861	0	0	341	0
OG4261.nex	343	349	119707	37449	31.284	339	0.971	337	0.966	5143	500	2327	1263	6259	5046	1436	4674	3047	9092	2243	5004	4629	7203	2359	7246	3587	4989	1135	5076	0	0	0	26176	0	0	11273	0
OG4262.nex	343	219	75117	20336	27.072	212	0.968	207	0.945	2213	587	4493	3635	2513	3396	1806	3882	3109	4922	1017	2706	1920	2308	2263	5789	2753	2934	911	1624	0	0	0	17522	0	0	2814	0
OG4266.nex	343	310	106330	24589	23.125	272	0.877	262	0.845	6513	1126	5597	4831	2565	7535	1671	6281	6118	7509	667	3070	2199	3689	2835	6524	3777	6286	656	2292	0	0	0	24490	0	0	99	0
OG4268.nex	343	348	119364	36760	30.797	285	0.819	259	0.744	8747	1055	4990	4633	3435	6993	1612	3921	4481	6801	3005	3477	3180	1938	3417	5807	5310	7409	719	1674	0	0	0	29928	0	0	6832	0
OG4270.nex	343	978	335454	97696	29.124	971	0.993	965	0.987	11615	1390	13942	20617	10640	6956	4581	16349	21171	28227	4574	15839	4823	11601	11613	20191	12092	12604	2564	6369	0	0	0	84135	0	0	13561	0
OG4275.nex	343	318	109074	26129	23.955	264	0.83	240	0.755	5816	2548	3801	6033	2063	5734	2102	5261	6323	7117	3997	3428	2746	2993	4573	4830	6853	3560	1093	2074	0	0	0	25758	0	0	371	0
OG4278.nex	343	256	87808	19872	22.631	254	0.992	253	0.988	3667	913	4092	5325	2649	2403	810	5543	6936	10086	1021	2694	1461	2211	1578	5931	3331	4524	1388	1373	0	0	0	19714	0	0	158	0
OG4279.nex	343	221	75803	17127	22.594	215	0.973	210	0.95	4114	628	3107	2965	1968	4325	1218	4003	5730	5205	1390	2760	2401	1675	3697	3477	2467	4165	480	2901	0	0	0	17018	0	0	109	0
OG4282.nex	343	451	154693	52248	33.775	450	0.998	447	0.991	5869	730	6624	8072	3738	4055	2339	5007	6693	9210	1256	6065	4948	5265	6230	10939	6436	5672	891	2406	0	0	0	39695	0	0	12553	0
OG4284.nex	343	426	146118	42177	28.865	388	0.911	383	0.899	7038	854	5802	9831	2789	5542	3202	5964	6678	9656	2661	4436	3629	4848	7722	7925	6068	6190	461	2645	0	0	0	33229	0	0	8948	0
OG4285.nex	343	523	179389	46004	25.645	516	0.987	498	0.952	8902	2153	11634	9996	6371	3921	2905	10639	7461	16268	2603	4967	3573	4336	7017	9915	6038	8060	903	5723	0	0	0	41319	0	0	4685	0
OG4288.nex	343	752	257936	153918	59.673	710	0.944	520	0.691	5994	1200	5696	7021	3576	7985	2278	7323	6300	10652	2516	4384	5030	3497	5332	8710	5405	6054	1364	3701	0	0	0	69936	0	0	83982	0
OG4289.nex	343	781	267883	81635	30.474	773	0.99	761	0.974	9229	2127	10028	12289	8104	6521	3458	12439	12371	19961	3854	11779	6789	8506	8608	22405	9287	10724	1698	6071	0	0	0	66385	0	0	15250	0
OG4290.nex	343	363	124509	34459	27.676	357	0.983	355	0.978	5972	1152	6822	6411	4833	4736	1468	6004	8098	8454	1408	4901	2968	2632	3369	6179	4202	6566	865	3010	0	0	0	31219	0	0	3240	0
OG4292.nex	343	504	172872	57102	33.031	462	0.917	435	0.863	12170	1781	3851	2268	6228	9070	1983	10999	4592	11504	3181	4357	4412	2606	3457	8641	7104	9312	4115	4139	0	0	0	56952	0	0	150	0
OG4295.nex	343	377	129311	38868	30.058	364	0.966	349	0.926	5069	1329	2030	2811	5775	5586	1950	8402	3204	14445	1596	4050	2793	3417	3257	9274	4998	6572	1367	2518	0	0	0	33553	0	0	5315	0
OG4296.nex	343	366	125538	31797	25.329	338	0.923	307	0.839	5312	1232	2062	2863	7217	6924	1346	7768	2470	14425	2406	2662	4414	2305	2900	8680	4783	7876	1301	4795	0	0	0	29281	0	0	2516	0
OG4300.nex	343	345	118335	36249	30.633	341	0.988	333	0.965	3838	1942	6020	2804	2732	5501	2021	6494	5236	7637	1296	3765	2555	1934	2942	9813	5804	5511	1601	2640	0	0	0	28981	0	0	7268	0
OG4301.nex	343	345	118335	32667	27.606	338	0.98	327	0.948	5806	1678	1389	1806	7587	3822	1507	7619	2312	12787	1372	3397	3524	2440	2764	6636	4380	6339	2964	5539	0	0	0	30705	0	0	1962	0
OG4302.nex	343	185	63455	15032	23.689	183	0.989	172	0.93	2420	451	2947	4265	1553	1651	1357	2861	5998	3934	1012	3332	1304	2442	2374	2723	2433	2826	644	1896	0	0	0	14430	0	0	602	0
OG4303.nex	343	455	156065	50544	32.387	452	0.993	447	0.982	5986	789	7465	9221	2686	4455	2318	6957	8071	9987	1932	6302	3752	3405	6179	11255	5205	6623	476	2457	0	0	0	40951	0	0	9593	0
OG4305.nex	343	307	105301	32368	30.739	301	0.98	300	0.977	3835	730	2903	2639	4483	3953	755	5417	6077	8850	1068	3666	4105	1941	2851	6322	4177	5741	937	2483	0	0	0	25788	0	0	6580	0
OG4307.nex	343	364	124852	39364	31.529	347	0.953	340	0.934	6081	1381	4221	4792	2143	4558	2653	5982	4903	11415	1756	3843	3227	3053	2656	10201	5335	4681	537	2070	0	0	0	28757	0	0	10607	0
OG4308.nex	343	212	72716	20773	28.567	195	0.92	191	0.901	2067	2346	2187	2160	3810	2899	1591	2822	2337	5214	1220	2900	1548	2145	2628	3746	2808	3336	1637	2542	0	0	0	19504	0	0	1269	0
OG4309.nex	343	1073	368039	103560	28.138	1067	0.994	1062	0.99	15593	2743	18458	17546	11061	7757	3835	24845	16476	37825	3565	15433	6531	9446	9022	23909	14020	17917	1129	7368	0	0	0	97644	0	0	5916	0
OG4315.nex	343	214	73402	19443	26.488	209	0.977	209	0.977	2677	576	4912	5139	2405	2242	1116	3093	4291	6019	1129	2651	1053	2446	2887	3733	2363	3650	100	1477	0	0	0	17334	0	0	2109	0
OG4320.nex	343	284	97412	29838	30.631	279	0.982	276	0.972	3588	623	4853	4037	3736	3535	1581	4514	4967	6625	1281	3299	3127	2220	2839	4873	3029	4483	1102	3262	0	0	0	24708	0	0	5130	0
OG4321.nex	343	206	70658	17083	24.177	192	0.932	183	0.888	4007	1098	3335	2850	3205	2611	911	4072	2683	6482	593	2245	1044	2031	2176	4851	3188	3303	1094	1796	0	0	0	16893	0	0	190	0
OG4322.nex	343	183	62769	15527	24.737	181	0.989	180	0.984	1776	698	3029	5755	1752	1270	688	2765	4799	6696	541	3346	499	3056	2178	3484	1845	1487	65	1513	0	0	0	15372	0	0	155	0
OG4323.nex	343	316	108388	28780	26.553	313	0.991	293	0.927	4074	2394	3439	4244	3600	4220	1781	5054	5405	10362	1470	3231	3486	3063	4633	6095	4138	4142	823	3954	0	0	0	25280	0	0	3500	0
OG4324.nex	343	444	152292	52134	34.233	441	0.993	437	0.984	6424	488	6219	7761	3538	4017	2062	5573	9319	9338	2208	5663	4394	4832	7277	8614	4330	3752	1253	3096	0	0	0	36852	0	0	15282	0
OG4326.nex	343	281	96383	30328	31.466	271	0.964	259	0.922	4124	738	2811	4142	3513	5716	1296	4287	3973	5801	880	2389	3125	2171	3694	4051	4079	5276	845	3144	0	0	0	30067	0	0	261	0
OG4330.nex	343	218	74774	18275	24.44	208	0.954	199	0.913	4368	1632	3192	2997	1539	4881	569	4358	3477	4084	551	2401	2075	1964	2282	5859	3219	5403	665	983	0	0	0	17876	0	0	399	0
OG4332.nex	343	285	97755	24430	24.991	267	0.937	256	0.898	4731	381	4325	5317	3828	5189	1482	5303	5116	5464	886	3355	2499	2286	2347	5905	4152	5965	1531	3263	0	0	0	23370	0	0	1060	0
OG4335.nex	343	360	123480	38129	30.879	350	0.972	341	0.947	5801	1185	2444	2613	5532	5985	1528	6542	4856	7437	2336	2721	4231	2748	4082	8976	6293	5528	805	3708	0	0	0	31681	0	0	6448	0
OG4336.nex	343	267	91581	23395	25.546	229	0.858	222	0.831	4044	1350	3327	4541	3236	4462	1775	5380	5232	7260	1279	2725	2729	2719	3024	4616	2970	4101	806	2610	0	0	0	23229	0	0	166	0
OG4342.nex	343	212	72716	19424	26.712	197	0.929	187	0.882	3001	1599	2855	3798	2027	3207	902	3599	3024	6154	527	2381	2686	2078	2871	3185	2185	3974	1187	2052	0	0	0	18234	0	0	1190	0
OG4344.nex	343	600	205800	72632	35.293	599	0.998	596	0.993	5069	1369	7294	6736	5948	3512	3236	10845	10314	13948	2488	7830	7639	4662	6061	14206	7821	7821	1247	5122	0	0	0	51003	0	0	21629	0
OG4345.nex	343	331	113533	32537	28.659	326	0.985	322	0.973	5699	369	4447	5417	2521	3894	2268	5862	4439	8653	1148	4461	3450	3333	2455	8392	5420	5778	393	2597	0	0	0	27804	0	0	4733	0
OG4348.nex	343	500	171500	62858	36.652	487	0.974	483	0.966	4666	882	8582	5666	5587	3495	2435	4257	8274	7744	1604	7685	7102	3156	5724	15467	6264	5033	808	4211	0	0	0	49001	0	0	13857	0
OG4354.nex	343	224	76832	28043	36.499	221	0.987	217	0.969	2137	367	2279	2347	1589	3842	1722	3075	3710	5016	1153	2665	2370	1897	2908	3966	2045	3498	426	1777	0	0	0	21280	0	0	6763	0
OG4355.nex	343	512	175616	68253	38.865	496	0.969	494	0.965	4699	527	7812	8502	3386	3653	2117	7257	8798	7774	1719	6839	6184	4021	6659	10644	7302	6020	860	2590	0	0	0	47616	0	0	20637	0
OG4356.nex	343	865	296695	130371	43.941	826	0.955	815	0.942	11004	2108	10066	12029	6756	9024	6248	9808	11740	12821	2773	8053	8697	5905	7260	15064	9555	9092	2547	5774	0	0	0	75265	0	0	55106	0
OG4357.nex	343	225	77175	20153	26.113	204	0.907	196	0.871	5457	88	3108	7196	1878	2070	129	4315	7054	6072	570	2184	962	2100	2394	3958	2887	3535	2	1063	0	0	0	20025	0	0	128	0
OG4366.nex	343	465	159495	45471	28.509	455	0.978	445	0.957	7209	1638	1895	3542	9783	9211	1663	10897	4210	14641	2709	3516	4640	2063	3626	10118	5602	10012	1733	5316	0	0	0	44640	0	0	831	0
OG4369.nex	343	317	108731	29488	27.12	313	0.987	308	0.972	5101	1482	3863	7449	2791	3620	1533	4231	6667	7507	1570	4486	1500	3990	4060	6449	4184	4047	1263	3450	0	0	0	29164	0	0	324	0
OG4370.nex	343	388	133084	38123	28.646	388	1.0	386	0.995	6664	274	4888	7143	4357	2272	1063	7704	6843	12765	618	6118	2365	4025	2239	10246	5137	6800	921	2519	0	0	0	34533	0	0	3590	0
OG4372.nex	343	621	213003	70076	32.899	532	0.857	490	0.789	7661	2444	9728	8018	6543	8932	5548	9786	7896	9389	2932	7006	9880	4148	6991	8945	8343	10097	2427	6213	0	0	0	69553	0	0	523	0
OG4374.nex	343	617	211631	58427	27.608	599	0.971	588	0.953	10066	3368	5268	6229	9417	10413	1954	13084	6547	19563	4259	5918	5421	3322	4591	12859	8885	13125	2884	6031	0	0	0	55532	0	0	2895	0
OG4375.nex	343	513	175959	51734	29.401	365	0.712	328	0.639	9310	3216	6003	8701	4221	14923	2904	7718	8658	8895	3452	4737	6154	3173	7234	5818	5749	7369	2287	3703	0	0	0	45657	0	0	6077	0
OG4376.nex	343	700	240100	68235	28.419	697	0.996	691	0.987	8075	2633	7835	7960	10558	4878	3962	13114	11033	20042	3347	10761	8314	4762	8008	19286	8124	9625	3574	5974	0	0	0	62304	0	0	5931	0
OG4378.nex	343	188	64484	16980	26.332	186	0.989	182	0.968	4868	449	2653	3844	2345	1053	1029	3532	4777	5605	560	2177	866	2106	1449	3152	2338	2694	208	1799	0	0	0	16733	0	0	247	0
OG4380.nex	343	200	68600	18201	26.532	195	0.975	191	0.955	2793	1139	1990	3093	2004	2511	1007	3687	4261	6069	515	2913	1667	2357	2780	3335	2616	2575	411	2676	0	0	0	17601	0	0	600	0
OG4383.nex	343	865	296695	107671	36.29	860	0.994	857	0.991	9021	3434	6612	7789	13700	7843	4017	17351	10407	23899	4209	9334	7956	6944	7833	15375	9474	12228	2932	8666	0	0	0	87365	0	0	20306	0
OG4384.nex	343	442	151606	41807	27.576	439	0.993	434	0.982	5788	1637	6536	6417	5934	3546	2073	8703	6999	12782	1851	5514	4039	4268	5432	9701	6419	6604	1124	4432	0	0	0	37571	0	0	4236	0
OG4386.nex	343	586	200998	54345	27.038	573	0.978	564	0.962	8809	4216	7976	7649	6829	7127	2714	10912	7974	18825	3193	6277	5102	4041	9299	12104	8151	10052	1229	4174	0	0	0	53326	0	0	1019	0
OG4387.nex	343	656	225008	57825	25.699	578	0.881	542	0.826	11884	2981	10332	7797	7812	8729	4188	10805	10017	17219	3442	8982	7001	5250	8645	11855	8352	9291	4158	8443	0	0	0	57083	0	0	742	0
OG4389.nex	343	287	98441	29632	30.101	278	0.969	272	0.948	3140	951	3790	5203	2480	3389	1462	3319	7300	4995	1787	3551	3861	2224	3445	4916	3662	4093	2089	3152	0	0	0	25543	0	0	4089	0
OG4392.nex	343	1086	372498	111256	29.868	1083	0.997	1076	0.991	13174	2722	14441	16975	12677	8967	5915	19526	17924	29903	3880	14307	12118	9944	10834	23145	13698	18001	3269	9822	0	0	0	96658	0	0	14598	0
OG4393.nex	343	245	84035	23055	27.435	236	0.963	232	0.947	5732	515	802	731	5530	5638	1340	3778	2051	7363	1964	2535	2525	1368	2836	5255	2441	3574	1790	3212	0	0	0	21805	0	0	1250	0
OG4394.nex	343	913	313159	102211	32.639	904	0.99	887	0.972	18028	680	12077	15152	7863	13181	3605	11674	17441	20001	1717	9023	8685	8236	10200	17662	10726	17655	1807	5535	0	0	0	79432	0	0	22779	0
OG4397.nex	343	250	85750	25006	29.162	250	1.0	244	0.976	3023	570	4180	5196	2697	1112	1271	4117	4740	7727	1345	4040	1760	2859	3238	4672	2525	2777	743	2152	0	0	0	22000	0	0	3006	0
OG4400.nex	343	213	73059	19924	27.271	207	0.972	198	0.93	2893	656	3313	4049	2371	3250	1031	3939	3914	5044	990	2237	2038	1962	2107	3721	3018	4404	151	2047	0	0	0	18744	0	0	1180	0
OG4401.nex	343	525	180075	69273	38.469	507	0.966	481	0.916	5266	1602	6049	9014	3661	4931	1905	6496	8594	10906	2500	7238	3121	5288	5920	10270	7387	6652	463	3539	0	0	0	60375	0	0	8898	0
OG4404.nex	343	911	312473	89100	28.514	902	0.99	901	0.989	12100	2850	13986	18083	12075	6201	3879	16281	15551	27985	3856	11718	4514	8746	10036	20288	11755	13664	1902	7903	0	0	0	82908	0	0	6192	0
